Street,City,Area_detail,Rooms,Bathrooms,Parking_spaces,Price,Is_mensal,Neighborhood
,São Paulo,126,2,1,2,750000,False,Bosque da Saúde
Rua Carlos Tiago Pereira,São Paulo,180,4,5,4,1800000,False,Bosque da Saúde
Rua Timboré,São Paulo,160,3,4,6,670000,False,Jardim Oriental
,São Paulo,110,2,1,1,354000,False,Vila Gumercindo
Rua Pedro Teixeira,São Paulo,135,3,3,1,1300000,False,Vila Olímpia
Rua Banibás,São Paulo,250,3,5,4,2800000,False,Alto de Pinheiros
Rua Santa Beatriz,São Paulo,100,3,2,4,890000,False,Jardim Ibitirama
,São Paulo,184,3,1,2,840000,False,Vila Santa Catarina
,São Paulo,260,3,1,7,1500000,False,Bosque da Saúde
Rua Parque da Fonte,São Paulo,600,4,6,8,3780000,False,Barro Branco
Rua Inocêncio Nogueira,São Paulo,727,7,6,7,5799000,False,Cidade Jardim
Rua Evezu,São Paulo,243,3,3,4,1800000,False,Alto de Pinheiros
Rua Nicola Pisano,São Paulo,71,2,2,2,420000,False,Parque São Lucas
Rua Desembargador Teodomiro Dias,São Paulo,168,3,3,3,740000,False,Conjunto Residencial Butantã
Rua Palmares,São Paulo,350,5,4,3,2200000,False,Brooklin Paulista
,São Paulo,543,4,7,4,5850000,False,Jardim Guedala
Rua Manoel Alves de Azevedo,São Paulo,260,5,4,6,575000,False,Jardim São Luís
Rua Belmiro Schunk Zenha,São Paulo,148,2,2,2,640000,False,Vila Cordeiro
Rua João Dias Cerqueira,São Paulo,100,3,2,3,560000,False,Bortolândia
Rua Heloísa Penteado,São Paulo,91,2,2,3,615000,False,Vila Esperança
,São Paulo,114,3,2,3,860000,False,Vila Santa Catarina
Rua Ministro Apolônio Salles,São Paulo,180,3,2,2,550000,False,Jardim Tietê
,São Paulo,402,4,3,10,9800000,False,Jardim América
Rua Ministro Rodrigo Otávio,São Paulo,180,4,3,2,4300,True,Jabaquara
Rua Manuel Correia de Paiva,São Paulo,158,3,4,2,600000,False,Vila Marari
,São Paulo,135,3,2,3,1100000,False,Ipiranga
,São Paulo,449,3,3,5,7500000,False,Jardim Paulista
,São Paulo,200,2,3,2,1000000,False,Brooklin
Rua Professora Ludovina Credídio Peixoto,São Paulo,230,5,3,5,1500000,False,Vila Mariana
Rua Coronel Manuel Soares Neiva,São Paulo,100,2,1,1,400000,False,Vila Moraes
,São Paulo,285,3,2,3,1920000,False,Bosque da Saúde
,São Paulo,304,3,5,2,1700000,False,Chácara Monte Alegre
,São Paulo,800,4,3,10,1200000,False,Vila Paulo Silas
Rua Salvador Fiordelisio,São Paulo,301,3,4,5,2100000,False,Vila Bertioga
Rua São Francisco do Piauí,São Paulo,135,2,1,2,304500,False,Itaquera
,São Paulo,160,3,1,2,670000,False,Parque São Lucas
Rua Estados Unidos,São Paulo,230,5,6,5,15000,True,Jardim Paulista
,São Paulo,450,4,1,8,3500000,False,Chácara Santo Antônio
Rua São Pedro do Jequitinhonha,São Paulo,183,3,2,2,257600,False,Jardim São Carlos
,São Paulo,390,2,1,4,1000000,False,Vila do Encontro
Rua Dias de Toledo,São Paulo,150,3,2,5,950000,False,Saúde
,São Paulo,63,2,2,1,280000,False,Vila Carmosina
Rua François Carlier,São Paulo,94,3,3,2,532000,False,Vila Santa Teresa
Rua Doutor Arnaldo de Campos,São Paulo,104,2,1,1,430000,False,Vila Duarte
,São Paulo,912,4,6,10,32000000,False,Jardim Petrópolis
,São Paulo,231,3,3,3,5000,True,Jardim Vila Mariana
,São Paulo,180,4,3,5,1578010,False,Vila Pompéia
,São Paulo,150,3,4,3,850000,False,Jardim das Vertentes
,São Paulo,130,3,4,3,2350000,False,Jardim Paulistano
Rua Silvestre de Lima,São Paulo,416,6,4,6,1700000,False,Vila Monumento
,São Paulo,194,4,1,4,1490000,False,Jardim Campo Grande
Rua Leandro Dupré,São Paulo,100,3,3,2,850000,False,Vila Clementino
,São Paulo,330,3,5,3,3900000,False,Jardim Paulista
Rua Alessandro Manzoni,São Paulo,140,4,4,6,1000000,False,Vila Arriete
Rua Viaza,São Paulo,90,3,2,4,1000000,False,Campo Belo
,São Paulo,149,3,1,2,595000,False,Sacomã
Rua William Thomé Filho,São Paulo,165,4,3,4,1380000,False,Vila Clementino
Rua Moreira Cardoso,São Paulo,215,3,2,4,1100000,False,Jardim Aeroporto
Rua Homero Sales,São Paulo,260,3,3,4,859000,False,Parque São Domingos
Rua Júlio Verne,São Paulo,288,4,4,2,2190000,False,Jardim Hípico
Rua Doutor Antônio Roberto Neto,São Paulo,45,2,2,2,370000,False,Jardim Esmeralda
,São Paulo,936,4,6,5,26000000,False,Jardim América
Rua Jacques Félix,São Paulo,200,3,3,3,20000,True,Vila Nova Conceição
Rua Laplace,São Paulo,200,3,4,4,2350000,False,Brooklin
,São Paulo,200,3,2,3,1600000,False,Vila Paulista
Travessa Roberto Douglas Machado,São Paulo,170,2,4,2,3300000,False,Jardim Paulistano
,São Paulo,176,2,1,3,286000,False,Vila Barbosa
Rua Fernando Caldas,São Paulo,190,3,3,3,900000,False,Rolinópolis
,São Paulo,2000,5,11,30,90000,True,Retiro Morumbi
Rua Atalanta,São Paulo,200,3,2,3,700000,False,Jardim São Paulo
,São Paulo,110,3,2,2,650000,False,Vila Brasílio Machado
Rua Ribeiro do Vale,São Paulo,250,3,1,3,1600000,False,Brooklin Paulista
,São Paulo,285,4,3,3,636000,False,Vila Simone
,São Paulo,1800,6,10,20,19000000,False,Retiro Morumbi
Rua Antônio Loureiro,São Paulo,200,3,2,4,650000,False,Vila Santa Catarina
Rua Araporé,São Paulo,450,5,5,5,3100000,False,Jardim Guedala
,São Paulo,800,3,2,4,1600000,False,Alto da Mooca
Rua Arcipreste Andrade,São Paulo,120,2,1,1,800000,False,Ipiranga
Rua Pedro Inácio de Araújo,São Paulo,98,2,1,2,590000,False,Vila São Silvestre
Rua General Gaudie Ley,São Paulo,350,4,5,8,1600000,False,Interlagos
Rua Cornélio Procópio,São Paulo,165,2,2,2,899000,False,Saúde
,São Paulo,177,3,2,3,2875000,False,Vila Nova Conceição
Rua Ossian Terceiro Teles,São Paulo,250,3,4,3,1100000,False,Jardim Prudência
Rua Mário Enzio Pasqualucci,São Paulo,133,3,4,2,850000,False,Vila São Francisco
Estrada Velha da Penha,São Paulo,125,2,2,2,530000,False,Tatuapé
Rua Capitão José Inocêncio Taques Alvim,São Paulo,147,3,3,3,890000,False,Santo Amaro
Rua Comandante Ismael Guilherme,São Paulo,600,3,6,4,12000000,False,Jardim Luzitânia
Avenida Dória,São Paulo,130,2,2,1,650000,False,Vila Alexandria
Rua Balata,São Paulo,276,3,3,6,950000,False,Jardim Guairaca
Rua Armando Brussolo,São Paulo,254,3,3,2,1900000,False,Vila Romana
Rua Sargento Antenor Teixeira,São Paulo,350,4,2,1,940000,False,Jabaquara
Rua Maria Celina,São Paulo,140,3,3,2,799000,False,Vila Firmiano Pinto
Rua Marituba,São Paulo,390,4,3,4,2250000,False,Chácara Monte Alegre
Avenida Ipanema,São Paulo,75,2,2,2,700000,False,Veleiros
,São Paulo,72,2,1,2,380000,False,Vila Nivi
Rua Júlio Salusse,São Paulo,182,3,1,2,165000,False,Vila Aurea
Rua Ubaíra,São Paulo,200,3,4,4,1990000,False,Indianópolis
,São Paulo,173,2,2,4,1250000,False,Vila Dom Pedro I
Rua Jaime Cortezão,São Paulo,289,4,3,2,2500000,False,Granja Julieta
Rua Dom Luís Felipe de Orleans,São Paulo,100,2,2,1,499998,False,Vila Maria Baixa
Rua Jacques Félix,São Paulo,200,3,3,4,7920000,False,Vila Nova Conceição
,São Paulo,135,3,1,2,1190000,False,Saúde
,São Paulo,190,3,1,2,1400000,False,Vila São Paulo
,São Paulo,568,4,5,4,5500000,False,Jardim Vitória Régia
Rua Aziz Nader,São Paulo,1100,4,10,8,3500000,False,Jardim Petrópolis
Rua Doutor Flávio Américo Maurano,São Paulo,330,3,6,4,1690000,False,Fazenda Morumbi
Avenida Professor Vicente Ráo,São Paulo,520,3,3,2,2500000,False,Jardim Petrópolis
Rua Fructuoso Viana,São Paulo,145,3,3,3,689000,False,Horto Florestal
Rua Natal Pigassi,São Paulo,150,4,3,2,570000,False,Jardim Celeste
Rua Doutor Sabóia de Medeiros,São Paulo,220,3,3,1,780000,False,Vila Mariana
Rua Luís Pereira de Almeida,São Paulo,400,4,3,5,2700000,False,Jardins
,São Paulo,100,2,2,1,495000,False,Vila Antônio
,São Paulo,253,3,4,8,1650000,False,Jardim da Glória
Avenida Morumbi,São Paulo,400,4,2,4,1600003,False,Morumbi
,São Paulo,420,4,1,6,3000000,False,Bosque da Saúde
,São Paulo,450,4,1,10,2500000,False,Bosque da Saúde
,São Paulo,150,2,1,2,650000,False,Jardim Marajoara
Avenida Nossa Senhora do Sabará,São Paulo,70,2,1,1,380000,False,Vila Emir
Rua Laplace,São Paulo,750,5,8,8,4200000,False,Brooklin Paulista
Rua Tsutomi Suzuki,São Paulo,250,5,5,2,1490000,False,Jardim Leila
Rua Roque Petrella,São Paulo,271,3,5,4,12000,True,Vila Cordeiro
,São Paulo,159,3,1,2,640000,False,Vila Gumercindo
Rua Duque de Caxias,São Paulo,337,4,6,3,2549800,False,Santo Amaro
Rua Deolinda de Oliveira,São Paulo,138,3,2,3,540000,False,Vila das Mercês
Rua Doutor Abelardo Vergueiro César,São Paulo,90,4,4,2,630000,False,Vila Alexandria
Rua Kansas,São Paulo,160,3,4,4,1200000,False,Brooklin Paulista
Rua Dona Elisa Pereira de Barros,São Paulo,351,5,5,4,15000,True,Jardim Europa
,São Paulo,300,3,1,4,1600000,False,Butantã
,São Paulo,476,4,5,5,8200000,False,Jardim Luzitânia
,São Paulo,395,3,3,2,2200000,False,Conjunto Residencial Morada do Sol
Rua João Rugna,São Paulo,200,3,3,3,849000,False,Bosque da Saúde
Rua Arnaldo Vilhena,São Paulo,90,2,1,3,532000,False,Recanto dos Sonhos
Rua Antônio Salema,São Paulo,146,3,2,2,3600,True,Vila Morse
,São Paulo,90,2,3,1,369000,False,Jardim Tremembe
Rua Jorge Monteiro,São Paulo,190,3,2,2,900000,False,Jardim Guapira
,São Paulo,648,4,7,6,12500000,False,Jardim América
,São Paulo,180,3,4,4,1300000,False,Vila Anhangüera
,São Paulo,130,3,3,2,395000,False,Parque Casa de Pedra
Rua Dom Macário,São Paulo,103,2,3,2,622500,False,Saúde
Rua Edmundo Luiz Wagner,São Paulo,128,2,2,2,719999,False,Ipiranga
Rua Cristiano Viana,São Paulo,120,2,2,1,880000,False,Cerqueira César
,São Paulo,80,2,2,1,640000,False,Chácara Inglesa
Rua Professor Nova Gomes,São Paulo,261,3,5,2,1800000,False,Vila Madalena
,São Paulo,470,4,5,6,18000000,False,Jardim Paulista
Rua Antônio Marques Esteves,São Paulo,190,3,3,2,950000,False,Chácara Japonesa
,São Paulo,224,3,5,4,1648000,False,Planalto Paulista
Rua Eduardo,São Paulo,390,3,4,10,2000000,False,Vila Albertina
Rua Floresto Bandecchi,São Paulo,150,3,2,4,650000,False,Jaguaré
Rua Domingos Osvaldo Bataglia,São Paulo,280,3,4,2,1030000,False,Mirandópolis
Avenida Odila,São Paulo,224,3,3,4,1650000,False,Planalto Paulista
Rua General Bagueira,São Paulo,70,2,2,1,550000,False,Santana
Rua Sebastião Maggi da Fonseca,São Paulo,215,2,2,2,480000,False,Vila Medeiros
,São Paulo,150,3,3,3,550000,False,Vila Vasconcelos
,São Paulo,100,2,2,2,530000,False,Vila Antônio
Avenida Piassanguaba,São Paulo,228,3,5,2,2350000,False,Planalto Paulista
,São Paulo,400,3,3,3,5500000,False,Jardim Europa
Rua Costa Aguiar,São Paulo,140,2,3,1,650000,False,Ipiranga
Rua Geórgia,São Paulo,210,4,4,4,1800000,False,Brooklin Paulista
Rua Carlos Tiago Pereira,São Paulo,113,3,3,3,790000,False,Bosque da Saúde
Rua Elias Acras,São Paulo,200,4,6,6,1200000,False,Jardim Celeste
Rua Sinfonia das Américas,São Paulo,200,4,4,4,600000,False,Parque do Terceiro Lago
,São Paulo,125,3,2,3,550000,False,Jardim Boa Vista
Rua Doutor Leite Pereira,São Paulo,114,3,4,2,690000,False,Vila Brasílio Machado
,São Paulo,208,3,3,4,1400000,False,Planalto Paulista
,São Paulo,652,3,3,3,15000,True,Jardim Petrópolis
,São Paulo,258,3,3,4,420000,False,Jardim Sul São Paulo
Rua Itabaquara,São Paulo,450,5,6,5,3200000,False,Pacaembu
Estrada das Lágrimas,São Paulo,130,2,1,2,640000,False,Ipiranga
Rua Miguel Langone,São Paulo,120,3,2,2,365000,False,Itaquera
Rua Bernardo Buontalenti,São Paulo,240,3,4,8,899000,False,Jardim Celeste
Rua Dom Luís de Bragança,São Paulo,103,4,3,2,1150000,False,Mirandópolis
Rua José Alencar Castelo Branco,São Paulo,229,3,3,3,2200000,False,Siciliano
Rua Maria Afonso,São Paulo,209,4,4,2,950000,False,Chácara Mafalda
Rua Padre Bento Ibañez,São Paulo,130,2,1,1,367929,False,Jardim Prudência
Rua Cristóvão Pereira,São Paulo,428,5,7,3,2800000,False,Campo Belo
,São Paulo,279,3,6,4,1690000,False,Jardim Santo Amaro
Rua José Alencar Castelo Branco,São Paulo,229,3,3,3,2200000,False,Siciliano
Rua Maria Afonso,São Paulo,209,4,4,2,950000,False,Chácara Mafalda
Rua Padre Bento Ibañez,São Paulo,130,2,1,1,367929,False,Jardim Prudência
Rua Cristóvão Pereira,São Paulo,428,5,7,3,2800000,False,Campo Belo
,São Paulo,279,3,6,4,1690000,False,Jardim Santo Amaro
Rua Roque Giangrande Filho,São Paulo,123,2,2,2,530000,False,Jardim Itapeva
,São Paulo,1300,6,10,8,6000000,False,Fazenda Morumbi
Avenida das Magnólias,São Paulo,366,4,5,4,1378000,False,Cidade Jardim
,São Paulo,179,3,1,2,1300000,False,Ipiranga
Rua Estados Unidos,São Paulo,400,6,6,6,4600000,False,Jardim Paulista
,São Paulo,256,3,4,3,823400,False,Chora Menino
,São Paulo,450,4,7,4,19800,True,Sumaré
Rua Professor Eduardo Monteiro,São Paulo,640,4,6,4,4390000,False,Jardim Leonor
Rua Pedro Voss,São Paulo,106,2,2,2,598000,False,Vila Carrão
Rua Hilário Magro Junior,São Paulo,500,5,6,4,12000,True,Butantã
Rua São Benedito,São Paulo,464,4,6,4,12000,True,Santo Amaro
Rua Leonardo Vilas Boas,São Paulo,120,3,2,3,590000,False,Parque São Lucas
Rua Antônio de Macedo Soares,São Paulo,80,2,1,1,430000,False,Campo Belo
,São Paulo,138,3,2,3,1060000,False,Parque Colonial
Rua Doutor Erasmo Teixeira de Assunção,São Paulo,600,4,4,4,1599000,False,Jardim Leonor
,São Paulo,204,3,1,2,1300000,False,Vila Gumercindo
Rua Cachoeira Branca,São Paulo,250,2,1,1,386250,False,Parque São Rafael
Rua Coronel João de Oliveira Melo,São Paulo,250,3,5,6,1200000,False,Vila Antonieta
Rua Doutor Fausto de Almeida Prado Penteado,São Paulo,1423,4,5,10,4500000,False,Jardim Sílvia
Rua Guiratinga,São Paulo,207,3,3,4,2200000,False,Chácara Inglesa
Rua Genova,São Paulo,257,3,3,5,1498000,False,Jardim Leonor Mendes de Barros
,São Paulo,292,3,2,2,2600000,False,Vila Madalena
Rua Jacques Félix,São Paulo,200,4,4,4,33000,True,Vila Nova Conceição
,São Paulo,434,3,3,7,1450000,False,City América
Rua Ferdinando Frantz,São Paulo,130,3,5,3,585000,False,Vila do Castelo
Rua Kansas,São Paulo,335,4,4,4,2500000,False,Itaim Bibi
,São Paulo,150,3,2,2,725000,False,Belenzinho
Rua Carlos Gonzalez,São Paulo,121,2,1,2,264214,False,Vila Curuçá
Rua Bartolomeu Pagano,São Paulo,560,4,6,8,850000,False,Vila Dorna
,São Paulo,271,6,5,1,1485000,False,Santo Amaro
,São Paulo,850,3,5,10,68000,True,Jardim América
,São Paulo,120,3,2,4,750000,False,Jardim Vergueiro
,São Paulo,160,3,1,3,1100000,False,Bosque da Saúde
Rua Lúcio Pavan,São Paulo,180,3,3,2,1080000,False,Planalto Paulista
,São Paulo,466,8,6,7,2990000,False,Santa Cecília
,São Paulo,248,3,4,4,10000,True,Sumaré
Rua Orlando Murgel,São Paulo,162,3,5,5,1050000,False,Parque Jabaquara
Rua José Vicente Ferreira,São Paulo,148,3,4,4,690000,False,Engenheiro Goulart
,São Paulo,289,3,1,3,1580000,False,Planalto Paulista
Rua Dona Ana Franco,São Paulo,170,3,4,5,850000,False,Vila Moreira
Rua Lino Coutinho,São Paulo,400,2,2,2,900000,False,Ipiranga
,São Paulo,133,3,1,3,850000,False,Campo Belo
Rua Luís Carlos Paraná,São Paulo,180,3,2,4,750000,False,Jardim Cidália
Rua Alvorada do Sul,São Paulo,450,4,9,4,3100000,False,Jardim Guedala
Rua Oswaldo Brandão,São Paulo,80,2,2,2,400000,False,Itaquera
Rua Francisco Dias,São Paulo,347,4,6,8,2120000,False,Bosque da Saúde
Rua Henrique Martins,São Paulo,723,3,7,4,16497000,False,Jardim Paulista
,São Paulo,316,4,1,6,1500000,False,Jardim da Saúde
Rua Doutor José Maria Whitaker,São Paulo,259,3,4,2,1500000,False,Vila Sônia
,São Paulo,460,3,3,2,1300000,False,Vila Monumento
Rua Coronel Irlandino Sandoval,São Paulo,390,4,5,5,5100000,False,Jardim Paulistano
Rua Walter Fontana,São Paulo,80,2,2,2,595000,False,Jardim Brasil
Rua Barra da Jangada,São Paulo,29,1,1,1,300000,False,Parada Inglesa
,São Paulo,250,3,1,5,800000,False,Saúde
Rua Afonso Bandeira de Melo,São Paulo,277,3,4,2,1400000,False,Campo Belo
Rua Cardeal Cagliori,São Paulo,350,4,6,4,9400,True,Alto de Pinheiros
Rua Matheus José Pires,São Paulo,100,2,2,1,300000,False,Terceira Divisão de Interlagos
,São Paulo,300,3,1,4,1700000,False,Jardim Santa Helena
Rua Porto Sabaúna,São Paulo,200,3,2,6,800000,False,Vila Alpina
,São Paulo,130,3,3,1,1690000,False,Pinheiros
,São Paulo,320,5,5,4,2850000,False,Sumaré
Rua Doutor Celso Dario Guimarães,São Paulo,280,3,3,3,2200000,False,Jardim Morumbi
,São Paulo,665,4,6,10,10000,True,Jardim Marajoara
Rua Pau Brasil,São Paulo,500,4,4,4,5000000,False,Boaçava
Rua Dona Joaquina de Jesus,São Paulo,100,5,3,20,900000,False,Vila Isolina Mazzei
Avenida Comendador Adibo Ares,8888,694,4,6,6,3890000,False,
,São Paulo,320,3,5,2,1800000,False,Campo Belo
,São Paulo,450,4,6,4,3739000,False,Campo Belo
,São Paulo,145,4,3,5,855000,False,Vila Adalgisa
,São Paulo,212,3,1,2,980000,False,Jardim da Saúde
Rua Gonçalves Aranha,São Paulo,250,3,2,1,700000,False,Vila Santa Terezinha
Rua Emílio Mallet,São Paulo,100,3,2,2,650000,False,Vila Gomes Cardim
,São Paulo,220,3,1,3,1790000,False,Bosque da Saúde
,São Paulo,339,4,4,4,3900000,False,Jardim das Bandeiras
Rua Marcial,São Paulo,155,3,3,2,750000,False,Mooca
Rua Janaúba,São Paulo,400,4,1,5,4300000,False,Jardim Panorama D'Oeste
Rua Antônio Alves Santos,São Paulo,120,2,2,2,360000,False,Vila Cunha Bueno
,São Paulo,460,4,5,4,5500000,False,Pinheiros
,São Paulo,140,3,1,2,385000,False,Vila Brasilina
,São Paulo,110,3,1,2,790000,False,Vila Brasílio Machado
,São Paulo,291,3,5,3,3900000,False,Alto de Pinheiros
,São Paulo,120,3,2,2,763200,False,Vila Congonhas
,São Paulo,500,5,5,4,900000,False,Chácara Mafalda
Rua Sampaio Vidal,São Paulo,250,3,5,4,7500,True,Jardim Paulistano
,São Paulo,131,3,1,2,850000,False,Bosque da Saúde
Rua Orlando Ferraiuolo,São Paulo,340,3,2,3,999000,False,Vila Brasilina
,São Paulo,265,3,4,5,1600000,False,Sumaré
,São Paulo,252,3,2,6,1500000,False,Vila Nova Caledônia
Rua D'Ouro,São Paulo,415,3,5,8,7980000,False,Jardim Luzitânia
,São Paulo,167,3,1,3,795000,False,Vila Anhangüera
,São Paulo,350,3,2,2,10000,True,Sumaré
Rua José Vicente,São Paulo,450,4,3,8,1600000,False,Tremembé
Rua Nicolau Magnoli,São Paulo,263,3,3,4,1300000,False,Chácara Meyer
Rua Professor Francisco Maffei,São Paulo,453,3,7,6,2120000,False,Interlagos
Rua Manuel Jacinto,São Paulo,261,3,3,2,800000,False,Vila Morse
Rua da Cipaúba,São Paulo,140,3,3,2,480000,False,Vila São Domingos
Rua Major Freire,São Paulo,211,4,3,5,970000,False,Vila Monte Alegre
,São Paulo,120,3,1,4,795000,False,Vila Firmiano Pinto
,São Paulo,170,3,4,10,965000,False,Parque da Mooca
,São Paulo,783,5,6,8,7500000,False,Jardim Guedala
Rua General Almério de Moura,São Paulo,600,3,4,6,2750000,False,Vila Tramontano
,São Paulo,200,4,4,2,890000,False,Indianópolis
Rua Timbó,São Paulo,170,3,3,2,890000,False,Mooca
Rua Cabedelo,São Paulo,300,4,2,4,2000000,False,Vila Inah
,São Paulo,254,3,5,3,1200000,False,Indianópolis
Avenida Doutor Alberto Penteado,São Paulo,678,4,5,5,5000000,False,Jardim Sílvia
,São Paulo,147,3,2,2,700000,False,Vila Mira
,São Paulo,140,3,1,2,570000,False,Jardim Maria Estela
Avenida Professor Ciro de Barros Resende,São Paulo,208,3,5,5,2000000,False,Planalto Paulista
Rua Coronel Rafael de Castro Bueno,São Paulo,108,2,2,2,680000,False,Vila Leopoldina
,São Paulo,640,4,6,5,5800000,False,Jardim Paulista
Rua José Pires Pimentel,São Paulo,180,3,3,4,700000,False,Jardim Ernestina
Rua Galeno de Almeida,São Paulo,110,3,2,2,1399000,False,Pinheiros
Rua Jonas Ranter,São Paulo,65,2,1,2,300000,False,Conjunto Habitacional Barreira Grande
,São Paulo,166,3,2,2,1350000,False,Vila Cláudia
Rua Orestes Colombari,São Paulo,85,2,2,3,380000,False,Jardim Cláudia
Avenida Manoel dos Reis Araújo,São Paulo,457,4,6,4,2500000,False,Jardim Marajoara
,São Paulo,140,2,2,2,678000,False,Bosque da Saúde
Rua Alvorada do Sul,8888,678,4,8,8,6895000,False,
Rua Professora Haidêe Silva Martins,São Paulo,280,3,5,6,1750000,False,Jardim Campo Grande
,São Paulo,124,2,1,2,649990,False,Vila Nair
Travessa Joan Miró,São Paulo,390,4,6,5,1600000,False,Planalto Paulista
,São Paulo,650,4,6,8,48000,True,Jardim Paulista
,São Paulo,135,4,3,5,1050000,False,Jardim Dom Bosco
Rua Araporã,São Paulo,61,2,2,1,399000,False,Vila Polopoli
Rua José Piragibe,São Paulo,91,2,2,1,720000,False,Vila Indiana
Avenida Iraí,São Paulo,420,4,1,4,1990000,False,Indianópolis
,São Paulo,220,3,1,2,795000,False,Vila Vera
,São Paulo,100,3,2,2,465000,False,Jardim Ester
Rua José Modesto de Godói,São Paulo,90,4,3,2,470000,False,Saúde
,São Paulo,100,3,2,2,2500000,False,Indianópolis
Rua das Fiandeiras,São Paulo,300,3,4,2,3900000,False,Vila Olímpia
Rua Jabebira,São Paulo,750,5,9,4,8000000,False,Jardim Everest
,São Paulo,80,2,1,2,430000,False,Vila Londrina
Avenida Professor Fonseca Rodrigues,São Paulo,473,5,7,4,6600000,False,Alto de Pinheiros
Rua Francisco de Assis Araújo,São Paulo,98,3,2,3,509000,False,Jardim Ubirajara
,São Paulo,150,3,3,2,740000,False,Jardim Prudência
Rua Alemanha,São Paulo,550,4,8,4,15958000,False,Jardim Europa
,São Paulo,430,4,4,4,3800000,False,Jardim Guedala
Rua Palmeira D'Oeste,São Paulo,300,5,4,4,515000,False,Chácara Belenzinho
,São Paulo,850,9,8,25,28000,True,Consolação
Rua Barão de Juparanã,São Paulo,327,4,4,5,1600000,False,Vila Zelina
Rua Joaquim Cândido de Azevedo Marques,São Paulo,388,3,5,3,2300000,False,Vila Morumbi
Rua Ermilo Borba Filho,São Paulo,250,4,2,2,970000,False,Campo Belo
,São Paulo,357,3,4,5,3600000,False,Alto de Pinheiros
Rua Padre Leonel Franca,São Paulo,250,2,2,2,600000,False,Vila Libanesa
Rua Nicolau Alayon,São Paulo,163,2,1,3,880000,False,Interlagos
,São Paulo,283,3,5,2,1150000,False,Vila Mariana
Rua Cordisburgo,São Paulo,850,4,4,6,6500000,False,Jardim Leonor
Rua Cássio Martins Vilaça,São Paulo,372,4,5,4,4650000,False,Pacaembu
,São Paulo,125,3,3,2,880000,False,Vila Firmiano Pinto
,São Paulo,270,3,4,5,1150000,False,Parque dos Príncipes
,São Paulo,146,2,1,1,600000,False,Bosque da Saúde
Rua Guadelupe,São Paulo,753,4,5,6,14000000,False,Jardim América
,São Paulo,120,2,1,2,477000,False,Chácara Mafalda
Rua Nove de Julho,São Paulo,250,3,4,3,1600000,False,Santo Amaro
,São Paulo,149,3,1,3,790000,False,Vila São José
Rua General Gaudie Ley,São Paulo,450,3,3,2,1500000,False,Interlagos
Rua República do Iraque,São Paulo,400,5,6,10,2690000,False,Campo Belo
Rua Alfredo Pinheiro,São Paulo,200,3,2,3,750000,False,Parque Continental
Rua Professor Alfredo Ashcar,São Paulo,200,3,3,4,1200000,False,Jardim Leonor
Avenida Angelina,São Paulo,46,2,2,1,290000,False,Vila Leonor
Rua André Saraiva,São Paulo,290,3,4,4,600000,False,Vila Sônia
Avenida João José Gomes,São Paulo,110,2,1,2,420000,False,Vila Antônio
,São Paulo,255,3,3,7,1389000,False,Belenzinho
,São Paulo,135,3,1,2,850000,False,Bosque da Saúde
Avenida Armando Ferrentini,São Paulo,247,3,3,2,1500000,False,Paraíso
Rua Pereira Caldas,São Paulo,104,2,1,1,450000,False,Jardim da Glória
,São Paulo,270,3,4,4,3000000,False,Sumaré
,São Paulo,315,3,2,3,2000000,False,Jardim Rincão
,São Paulo,120,3,2,3,650000,False,Parque São Lucas
Avenida Manoel dos Reis Araújo,São Paulo,665,4,7,12,12000,True,Jardim Marajoara
Rua Thomás Deloney,São Paulo,157,3,4,4,1280000,False,Santo Amaro
,São Paulo,332,3,4,3,5000000,False,Jardim Paulista
,São Paulo,125,3,4,2,430000,False,Água Funda
,São Paulo,130,3,3,2,395000,False,Parque Casa de Pedra
Rua Dom Macário,São Paulo,103,2,3,2,622500,False,Saúde
Rua Edmundo Luiz Wagner,São Paulo,128,2,2,2,719999,False,Ipiranga
,São Paulo,160,4,1,2,610000,False,Jardim Sabará
,São Paulo,115,2,1,2,790000,False,Santo Amaro
Avenida Amarilis,São Paulo,840,4,7,4,5899000,False,Cidade Jardim
,São Paulo,82,2,2,3,399000,False,Vila Polopoli
Rua Sebastiano Mazzoni,São Paulo,124,2,2,2,587000,False,Vila Moraes
Avenida Cavaleiros de São Paulo,São Paulo,420,2,1,4,959075,False,City América
Rua Sebastião de Paiva,São Paulo,154,2,2,3,840000,False,Vila Leopoldina
Rua Doutor Jesuíno de Abreu,São Paulo,370,4,5,6,1190000,False,Jardim Morumbi
Rua Mário Maver,São Paulo,156,3,4,1,660000,False,Vila Gumercindo
Rua Iagari,São Paulo,240,3,3,5,1750000,False,Alto da Lapa
Rua Montezuma,São Paulo,300,4,4,4,4510000,False,Jardim das Bandeiras
Rua Atenas,São Paulo,300,2,4,4,20000,True,Jardim Europa
Rua Coriolano,São Paulo,156,2,2,1,1000000,False,Vila Romana
Rua Luís Reis Santos,São Paulo,80,3,2,3,450000,False,Jardim Colonial
Rua Cláudio Rossi,São Paulo,180,3,3,3,1030000,False,Jardim da Glória
Rua Rafael Iório,São Paulo,132,3,2,2,800000,False,Campo Belo
Rua Engenheiro José Sá Rocha,São Paulo,490,4,5,6,3800000,False,Vila Mariana
,São Paulo,278,3,3,2,480000,False,Aricanduva
,São Paulo,160,3,2,4,780000,False,Jardim Palmares
